,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0
Lampung,105643363.234,95072247.433,50539767.278,107089185.484,95390856.713,142302297.36,157916363.729,163972987.199,235572312.573,142902376.057,171375644.298,320982325.322,62678108.669,154417278.957,223489527.352,271825471.41,198028922.056
SumateraUtara,556491131.568,403285519.928,378415940.185,733301778.678,760817766.952,674938544.873,529938096.905,663858634.499,1227134681.637,947780963.174,1018834682.033,917192155.309,570673340.51,941268251.652,580841300.254,904589580.317,823533597.768
SumateraBarat,151156639.996,154443268.263,98478091.371,266507665.987,293756804.241,327891031.706,317840312.243,340907713.878,407178655.501,230145479.279,427109566.1,366756369.847,230327124.892,317026161.648,232355008.312,410055209.263,542298087.529
SumateraSelatan,601713333.059,674442350.373,315664564.552,1038378978.077,900989904.528,1751350781.407,1777946282.663,1912648893.494,2035536435.024,1210491569.126,1339952758.794,3684440720.242,1089881925.938,1748454095.721,1865287690.09,3013994808.433,1519573833.631
Jambi,472529631.087,454291768.453,216588375.268,981429491.046,718141701.687,1227194614.594,1220157315.431,1276085014.77,1266808885.543,369956590.882,490800777.548,1540155078.876,699162433.789,811129637.914,637122595.832,1638547066.009,928524261.697
Riau,601713333.059,674442350.373,315664564.552,1038378978.077,900989904.528,1751350781.407,1777946282.663,1912648893.494,2035536435.024,1210491569.126,1339952758.794,3684440720.242,1089881925.938,1748454095.721,1865287690.09,3013994808.433,1519573833.631
Bengkulu,143076371.368,104769242.977,81463089.245,260058572.678,131951694.125,236086278.431,176241888.444,223391190.164,187929298.062,160252212.605,246674456.758,279043645.659,145212547.149,210528362.568,211602548.716,254925555.81,289054760.02
Lampung,105643363.234,95072247.433,50539767.278,107089185.484,95390856.713,142302297.36,157916363.729,163972987.199,235572312.573,142902376.057,171375644.298,320982325.322,62678108.669,154417278.957,223489527.352,271825471.41,198028922.056
